urls
https://www.deccanchronicle.com/lifestyle/health-and-wellbeing/030516/alcoholics-anonymous-the-helping-hand-for-addicts.html
https://www.deccanchronicle.com/nation/current-affairs/010818/aa-reaches-out-to-schools-now-rural-men-in-tn-drink-more.html
https://www.deccanchronicle.com/entertainment/bollywood/160318/pooja-bhatts-tell-all-book-on-kicking-the-bottle.html
https://www.deccanchronicle.com/content/tags/alcoholics-anonymous
https://www.deccanchronicle.com/entertainment/hollywood/020416/will-arnett-relapsed.html
https://www.deccanchronicle.com/nation/current-affairs/220516/the-chat-room-not-prohibition-rehab-is-the-answer-to-alcoholism.html
https://www.deccanchronicle.com/lifestyle/health-and-wellbeing/080516/prayers-can-help-us-resist-urge-to-booze-study.html
https://www.deccanchronicle.com/entertainment/bollywood/010417/we-are-addicted-to-the-absence-of-absence-says-pooja-bhatt.html
https://www.deccanchronicle.com/150113/nation-current-affairs/article/goa-minister-ramesh-tawadkar-plans-%E2%80%98cure%E2%80%99-units-lgbts
https://www.deccanchronicle.com/150113/nation-current-affairs/article/un-chief-ban-ki-moon-accuses-india-intolerance-gay-sex-ban
https://www.deccanchronicle.com/150113/nation-current-affairs/article/lgbt-remark-goa-minister-does-u-turn-cm-says-colleague
https://www.deccanchronicle.com/lifestyle/sex-and-relationship/051217/is-sex-addiction-real-a-crime-or-made-up-to-deflect-blame.html
https://www.deccanchronicle.com/nation/current-affairs/130516/new-ftii-director-hints-at-crackdown-on-ragging-alcoholism.html
https://www.deccanchronicle.com/150429/lifestyle-health-and-wellbeing/article/binge-drinking-dramatically-ups-mortality-rate
https://www.deccanchronicle.com/lifestyle/books-and-art/280516/under-25-lit-fest-it-s-time-to-hear-voices-of-the-young.html
https://www.deccanchronicle.com/byline/joyeeta-chakravorty-1?pg=20
https://www.deccanchronicle.com/150707/nation-current-affairs/article/wine-testing-drive-coorg-after-tourist%E2%80%99s-complaint
https://www.deccanchronicle.com/140501/entertainment-hollywood/article/i-needed-learn-zac-efron-drinking-problem
https://www.deccanchronicle.com/150123/lifestyle-relationship/article/when-people-tend-bond-less-friends
https://www.deccanchronicle.com/lifestyle/viral-and-trending/131218/healthy-xmas-yums-bakey-beku.html
https://www.deccanchronicle.com/lifestyle/health-and-wellbeing/090818/got-drunchies-thats-why-youre-packing-on-the-pounds.html
https://www.deccanchronicle.com/lifestyle/viral-and-trending/150317/a-bad-case-of-viral.html
https://www.deccanchronicle.com/lifestyle/health-and-wellbeing/080516/problem-drinking-starts-before-military-deployment.html
https://www.deccanchronicle.com/150115/commentary-op-ed/article/dev-360-method-and-madness
https://www.deccanchronicle.com/world/america/131018/bodies-of-11-babies-found-hidden-in-former-funeral-home-in-detroit.html
https://www.deccanchronicle.com/150628/lifestyle-food/article/campaign-launched-understand-dating-problems-indian-women-face
https://www.deccanchronicle.com/131227/news-crime/article/crime-file-sailor-held-sending-obscene-sms-20-year-old-gangraped-10-held
https://www.deccanchronicle.com/lifestyle/food-and-recipes/240316/the-cuppa-gets-malabared.html
https://www.deccanchronicle.com/sunday-chronicle/headliners/301218/tornado-that-laid-patriarchy-bare.html
https://www.deccanchronicle.com/nation/current-affairs/230416/bda-bbmp-iskcon-all-lake-encroachers.html
https://www.deccanchronicle.com/world/neighbours/241017/human-in-the-humanitarian-crisis-booming-sex-trade-in-rohingya-refugee-camps.html
https://www.deccanchronicle.com/141127/world-europe/article/pregnant-woman-who-drink-could-be-charged-%E2%80%98crime-violence%E2%80%99
https://www.deccanchronicle.com/tabloid/bengaluru-chronicle?date=12052017
https://www.deccanchronicle.com/content/tags/tasmac
https://www.deccanchronicle.com/south/karnataka?pg=611
https://www.deccanchronicle.com/content/tags/hashish-oil
https://www.deccanchronicle.com/content/tags/icici
https://www.deccanchronicle.com/tabloid/chennai-chronicle?date=15032017
https://www.deccanchronicle.com/content/tags/arunabh-kumar
